artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
TWICE,5NcLyVjUgG0yfwHgr5t81w,MOONLIGHT SUNRISE,0.749,0.781,1,-3.265,1,0.0578,0.392,2.12e-06,0.086,0.606,125.09,83,"['k-pop', 'k-pop girl group']",80,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
NewJeans,3r8RuvgbX9s7ammBn07D3W,Ditto,0.814,0.641,6,-5.957,0,0.111,0.027,0.0,0.0993,0.183,133.854,84,"['k-pop', 'k-pop girl group']",91,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
ITZY,7ixVW7RobslvMrvlzHYLha,Cheshire,0.79,0.838,7,-3.183,1,0.0501,0.332,7.07e-06,0.357,0.738,98.966,73,['k-pop girl group'],77,"[""['k-pop"", 'girl', ""group']""]",low,Neutral
LE SSERAFIM,4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,76,[],87,['[]'],low,Neutral
SEULGI,1dfsPqH09vnzUWEOsN98Ex,28 Reasons,0.766,0.651,5,-3.546,0,0.0952,0.211,2.51e-06,0.144,0.488,121.995,61,['k-pop'],70,"[""['k-pop']""]",low,Neutral
TWICE,0RDqNCRBGrSegk16Avfzuq,Talk that Talk,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,83,"['k-pop', 'k-pop girl group']",79,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
IVE,2gYj9lubBorOPIVWsTXugG,After LIKE,0.68,0.922,0,-1.215,1,0.121,0.103,0.0,0.0877,0.799,125.014,75,['k-pop girl group'],83,"[""['k-pop"", 'girl', ""group']""]",low,Neutral
BLACKPINK,3MJhPqL2IgGs7gHEB2M35q,Hard to Love,0.654,0.768,5,-5.007,1,0.0431,0.00616,0.0,0.202,0.505,104.97,87,"['k-pop', 'k-pop girl group']",74,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",high,Positive
Bebe Rexha,5Av4jZOAbtY8STz7KPsNDB,Break My Heart Myself (feat. YEJI & RYUJIN of ITZY),0.771,0.842,1,-4.446,0,0.0659,0.297,0.0,0.121,0.572,104.958,83,"['dance pop', 'electropop', 'pop', 'post-teen pop']",66,"[""['dance"", ""pop',"", ""'electropop',"", ""'pop',"", ""'post-teen"", ""pop']""]",low,Neutral
NAYEON,3lOMJTQTd6J34faYwASc33,POP!,0.795,0.859,2,-2.994,1,0.0542,0.0361,0.0,0.0321,0.356,96.986,65,['k-pop'],78,"[""['k-pop']""]",low,Neutral
Girls' Generation,1oen3GpTcA486fTHaT7neg,FOREVER 1,0.615,0.871,9,-1.248,1,0.0516,0.0427,0.0,0.254,0.297,123.915,66,"['k-pop', 'k-pop girl group']",69,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
NewJeans,2pIUpMhHL6L9Z5lnKxJJr9,Attention,0.811,0.648,10,-3.684,0,0.0368,0.236,0.0,0.0761,0.695,104.988,84,"['k-pop', 'k-pop girl group']",85,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
STAYC,56s2s5e8WuBsWVKnmz6J9L,BEAUTIFUL MONSTER,0.594,0.647,6,-4.347,1,0.0834,0.121,0.0,0.352,0.511,82.321,69,"['k-pop', 'k-pop girl group']",67,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",high,Positive
PSY,5oH4DQAuu1J1800RzUsBWa,That That (prod. & feat. SUGA of BTS),0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969,66,"['k-pop', 'k-rap', 'korean old school hip hop']",5,"[""['k-pop',"", ""'k-rap',"", ""'korean"", 'old', 'school', 'hip', ""hop']""]",low,Neutral
aespa,396FqjKmViUZ92Wmm4rx3i,Illusion,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,72,['k-pop girl group'],71,"[""['k-pop"", 'girl', ""group']""]",low,Neutral
TWICE,1XyzcGhmO7iUamSS94XfqY,The Feels,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,83,"['k-pop', 'k-pop girl group']",1,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
Red Velvet,2oBMZYteeO8DyXV9gDx6Za,Feel My Rhythm,0.412,0.94,1,-2.171,1,0.215,0.0648,0.0,0.358,0.423,157.964,74,"['k-pop', 'k-pop girl group']",73,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
IVE,0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,75,['k-pop girl group'],81,"[""['k-pop"", 'girl', ""group']""]",high,Positive
STAYC,3gFcGnU4kTdMYLXDjH1TK8,RUN2U,0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,69,"['k-pop', 'k-pop girl group']",71,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
(G)I-DLE,0IGUXY4JbK18bu9oD4mPIm,TOMBOY,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,75,"['k-pop', 'k-pop girl group']",78,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
TAEYEON,7rXcCpIAoOUCydkVDMcoPV,INVU,0.599,0.816,11,-3.412,0,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,68,"['k-pop', 'pop']",70,"[""['k-pop',"", ""'pop']""]",low,Neutral
GOT the beat,3LCwQoTrdQgHsGJE5gGVqx,Step Back,0.636,0.81,1,-2.035,1,0.101,0.0205,1.04e-05,0.596,0.611,161.897,61,['k-pop'],70,"[""['k-pop']""]",low,Neutral
CHUNG HA,3QD0Y1tTngihByjdWC99lG,Killing Me,0.722,0.851,10,-2.589,1,0.264,0.35,0.0,0.0661,0.763,122.012,62,['k-pop'],62,"[""['k-pop']""]",low,Neutral
IVE,7n2FZQsaLb7ZRfRPfEeIvr,ELEVEN,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,75,['k-pop girl group'],77,"[""['k-pop"", 'girl', ""group']""]",low,Neutral
STAYC,2bZIDMpzVooosmPHn0tHnd,STEREOTYPE,0.605,0.805,6,-3.212,1,0.0641,0.313,0.0,0.659,0.738,148.298,69,"['k-pop', 'k-pop girl group']",69,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
MOMOLAND,3BPoSr2pO34Aan6alFfVto,BBoom BBoom,0.785,0.744,3,-4.249,0,0.0369,0.0149,0.00666,0.0661,0.833,126.018,56,"['k-pop', 'k-pop girl group']",66,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
ITZY,5b8FtevTVz8xVF6E208xeV,LOCO,0.764,0.886,1,-3.067,1,0.177,0.0109,2.21e-05,0.325,0.497,102.012,73,['k-pop girl group'],0,"[""['k-pop"", 'girl', ""group']""]",low,Neutral
aespa,3dbLT62Cvs46Ju7a8gpr36,Savage,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,72,['k-pop girl group'],72,"[""['k-pop"", 'girl', ""group']""]",low,Neutral
TWICE,37ZtpRBkHcaq6hHy0X98zn,I CAN'T STOP ME,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084,83,"['k-pop', 'k-pop girl group']",75,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
IU,5xrtzzzikpG3BLbo4q1Yul,LILAC,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,72,['k-pop'],73,"[""['k-pop']""]",low,Neutral
TWICE,0u7aRGM7YmvtsmG5NSrNsO,Feel Special,0.709,0.959,1,-1.339,1,0.0603,0.0296,0.00188,0.107,0.644,128.983,83,"['k-pop', 'k-pop girl group']",0,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",high,Positive
TWICE,2xtP8RNbo2BEMzLX7tK7aq,CRY FOR ME,0.702,0.692,10,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896,83,"['k-pop', 'k-pop girl group']",73,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
Dreamcatcher,28Jwll1H52Hr4JzQ6vMoul,Odd Eye,0.534,0.933,6,-1.826,0,0.11,0.049,0.0,0.195,0.529,160.061,63,"['k-pop', 'k-pop girl group']",57,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Negative
BLACKPINK,4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,0.654,0.707,6,-5.661,1,0.0664,0.00559,0.0,0.0873,0.448,127.97,87,"['k-pop', 'k-pop girl group']",73,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
ITZY,6tCssnvTUREcperDOUTqvA,WANNABE,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,73,['k-pop girl group'],1,"[""['k-pop"", 'girl', ""group']""]",low,Neutral
Red Velvet,3CYH422oy1cZNoo0GTG1TK,Psycho,0.664,0.666,8,-2.203,1,0.0446,0.193,0.0,0.0854,0.405,139.987,74,"['k-pop', 'k-pop girl group']",77,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
TWICE,60zxdAqWtdDu0vYsbXViA7,FANCY,0.699,0.866,5,-2.138,0,0.0446,0.0132,0.0,0.648,0.795,132.023,83,"['k-pop', 'k-pop girl group']",0,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
TWICE,4gjVhOuUPOpF23uKkcfVYU,What is Love?,0.573,0.91,8,-1.578,1,0.064,0.0846,0.0,0.266,0.602,169.982,83,"['k-pop', 'k-pop girl group']",0,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",high,Positive
Red Velvet,5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,74,"['k-pop', 'k-pop girl group']",73,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",high,Negative
BTS,3aW0ds4A4tSQDIp75FqWTo,FAKE LOVE,0.557,0.719,2,-4.515,0,0.0372,0.00267,0.0,0.306,0.344,77.501,91,"['k-pop', 'k-pop boy group']",1,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",high,Neutral
BTS,2QyuXBcV1LJ2rq01KhreMF,ON,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936,91,"['k-pop', 'k-pop boy group']",2,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",low,Neutral
TOMORROW X TOGETHER,21aOLk12MksET8AsbU0SI6,LO$ER=LO♡ER,0.644,0.867,11,-4.18,0,0.0383,0.001,0.0,0.105,0.687,124.997,80,"['k-pop', 'k-pop boy group']",73,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",low,Neutral
ENHYPEN,1wcr8DjnN59Awev8nnKpQ4,Drunk-Dazed,0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889,75,"['anime', 'k-pop boy group']",76,"[""['anime',"", ""'k-pop"", 'boy', ""group']""]",low,Neutral
TOMORROW X TOGETHER,1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. Seori,0.584,0.836,0,-4.925,1,0.079,0.0558,0.0,0.0663,0.484,104.973,80,"['k-pop', 'k-pop boy group']",74,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",high,Positive
(G)I-DLE,2DmRXiyn03tOqKgEJXlaiJ,Oh my god,0.794,0.762,4,-3.525,0,0.0392,0.0358,1.41e-06,0.191,0.482,109.97,75,"['k-pop', 'k-pop girl group']",69,"[""['k-pop',"", ""'k-pop"", 'girl', ""group']""]",low,Neutral
SEVENTEEN,6LnEoRQKMcaFTR5UvaKuBy,Rock with you,0.621,0.816,11,-5.242,1,0.104,0.0966,0.0,0.134,0.694,163.966,79,"['k-pop', 'k-pop boy group']",74,"[""['k-pop',"", ""'k-pop"", 'boy', ""group']""]",low,Neutral
Harrdy Sandhu,1iZLpuGMr4tn1F5bZu32Kb,Bijlee Bijlee,0.795,0.67,1,-5.313,0,0.143,0.269,0.0,0.0733,0.643,100.004,68,"['desi pop', 'punjabi pop']",73,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
AP Dhillon,29m79w9xPMH4YCD6r8JSmV,Excuses,0.837,0.717,5,-7.749,0,0.0822,0.0842,0.0,0.149,0.494,94.984,77,"['punjabi hip hop', 'punjabi pop']",79,"[""['punjabi"", 'hip', ""hop',"", ""'punjabi"", ""pop']""]",low,Neutral
Gurnam Bhullar,0rRUrFi7uEAvKEi8meetBf,Beliya,0.549,0.615,4,-5.709,0,0.0431,0.461,0.0,0.115,0.403,83.076,63,"['desi pop', 'punjabi pop']",60,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Jasmine Sandlas,5SAyE6j6CzdCp96bBBqajb,Punjabi Mutiyaran,0.693,0.907,7,-2.765,1,0.137,0.343,0.0,0.0544,0.961,175.971,62,"['desi pop', 'punjabi pop']",45,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Guru Randhawa,541oF6e3e6P38aDIqQXxU7,Punjabiyan Di Dhee,0.61,0.722,2,-3.112,1,0.223,0.38,0.0,0.482,0.423,185.779,71,"['desi hip hop', 'desi pop', 'modern bollywood']",53,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'modern"", ""bollywood']""]",low,Neutral
Kaka,2ZGAWiLZh2aRxp2iTL5yMS,Temporary pyar,0.531,0.79,10,-7.213,1,0.234,0.281,0.0,0.301,0.339,79.942,62,['desi pop'],63,"[""['desi"", ""pop']""]",low,Neutral
Mankirt Aulakh,6Ffl1BBRfr8I2ASR6iiRTe,Judge,0.66,0.721,11,-5.907,1,0.505,0.221,0.0,0.173,0.61,181.842,61,"['desi pop', 'punjabi pop']",60,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Gurnam Bhullar,3hbvd8p3NPTDOCLWnj2Vzy,"Mera Yaar - From ""Lekh""",0.61,0.731,11,-4.53,0,0.049,0.314,0.0,0.0645,0.586,139.986,63,"['desi pop', 'punjabi pop']",62,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Baani Sandhu,42ETKyApzUl8hTtytFAjen,8 Parche,0.652,0.862,8,-2.29,0,0.206,0.161,0.0,0.203,0.727,173.859,54,"['desi pop', 'punjabi pop']",67,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Harrdy Sandhu,0NlIythdHcM4zFDP5dGLta,Kudiyan Lahore Diyan,0.427,0.707,5,-3.781,0,0.108,0.627,0.0,0.124,0.335,154.763,68,"['desi pop', 'punjabi pop']",53,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Gur Sidhu,5mNOfozRJBZGnq4gO4rwM2,Bamb Agya,0.823,0.709,1,-3.937,1,0.0408,0.0235,0.0,0.0834,0.499,93.012,65,"['desi pop', 'punjabi pop']",59,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Kaka,0vqw3BCyNr3DDVBmjD21H8,Libaas,0.794,0.753,10,-3.112,1,0.0609,0.543,0.0,0.12,0.906,159.965,62,['desi pop'],63,"[""['desi"", ""pop']""]",low,Neutral
Nimrat Khaira,5DnZcwhgXYlUxGOMk348Sz,Ki Karde Je,0.81,0.664,8,-4.831,0,0.135,0.12,0.0,0.0867,0.655,89.978,60,"['desi pop', 'punjabi pop']",55,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Mankirt Aulakh,7vUfIIQiH3K3J5tmN46HE5,8 Raflaan (feat. Gurlez Akhtar),0.771,0.845,5,-2.194,0,0.201,0.69,0.0,0.313,0.62,92.0,61,"['desi pop', 'punjabi pop']",56,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Jassa Dhillon,1E4BrvZRKjcrfCkQS1iDfj,Talja,0.75,0.864,10,-3.861,0,0.102,0.013,0.0,0.229,0.542,122.931,66,"['desi pop', 'punjabi pop']",54,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Kaka,1hd8zKwOnEk03BHxhRvknR,Mere Warga,0.691,0.719,0,-4.99,0,0.0693,0.115,0.0,0.364,0.558,76.942,62,['desi pop'],55,"[""['desi"", ""pop']""]",high,Negative
Sunanda Sharma,2lQKUDOOg4TELqOacnHwDt,Saadi Yaad,0.777,0.883,2,-3.534,1,0.0402,0.216,0.000114,0.28,0.692,124.981,55,"['desi pop', 'modern bollywood', 'punjabi pop']",42,"[""['desi"", ""pop',"", ""'modern"", ""bollywood',"", ""'punjabi"", ""pop']""]",low,Neutral
Amrit Maan,0b4HHjeg2b8xLj28WWnUkM,Sira E Hou,0.745,0.549,7,-5.137,1,0.203,0.337,0.0,0.152,0.788,77.892,63,"['desi hip hop', 'desi pop', 'punjabi pop']",44,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Ammy Virk,4aK30RcFKxsiF1gjLlH5Gt,Khabbi Seat,0.761,0.859,11,-3.613,1,0.131,0.192,0.0,0.0885,0.676,91.871,65,"['desi pop', 'punjabi pop']",41,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Jass Manak,50BYymJYX2k7hnmfiXnYXs,Naah,0.572,0.533,1,-5.062,0,0.0645,0.347,0.0,0.0794,0.441,155.69,64,"['desi hip hop', 'desi pop']",57,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop']""]",low,Neutral
Ammy Virk,4z2tsk5xr3lgk9oMOHqixc,Teri Jatti,0.625,0.743,3,-3.898,0,0.0751,0.109,0.0,0.297,0.682,83.515,65,"['desi pop', 'punjabi pop']",51,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Harnoor,4hOsYVSWKWP71u3yQbcqZB,Waalian,0.722,0.335,1,-9.943,1,0.136,0.12,0.0,0.0747,0.266,85.034,65,"['desi pop', 'punjabi pop']",63,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Harnoor,5FTcLPsQFX2NZaBQHbTz06,Moonlight,0.668,0.544,8,-8.352,0,0.0842,0.124,0.0,0.121,0.433,135.691,65,"['desi pop', 'punjabi pop']",56,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Harnoor,11lHthXPloRp8YMBx69ite,Jatta,0.643,0.449,9,-9.593,0,0.211,0.183,0.0,0.141,0.463,77.254,65,"['desi pop', 'punjabi pop']",59,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
AP Dhillon,3UhmuWcFaLS3AO3kI9ynQ2,Insane,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,77,"['punjabi hip hop', 'punjabi pop']",75,"[""['punjabi"", 'hip', ""hop',"", ""'punjabi"", ""pop']""]",high,Negative
Harnoor,6IaHIJYxIG8xbosaRr25AC,Parshawan,0.799,0.44,1,-7.422,0,0.061,0.559,0.0,0.105,0.43,90.006,65,"['desi pop', 'punjabi pop']",70,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Preet Sandhu,4sMRTji1MMb5PMI6AgsqpV,Haye Mazyy,0.81,0.832,2,-6.318,1,0.156,0.0638,0.0,0.876,0.649,100.017,37,[],48,['[]'],low,Neutral
Davi Singh,2SO2LCQgZJBaIKL3qoisKp,Haaye Patlo,0.725,0.531,6,-7.387,0,0.285,0.329,0.0,0.0919,0.684,89.264,46,[],43,['[]'],low,Neutral
Preet Sandhu,4NyKTeLnNmWuwrYYUkak6d,Gutt Ch Paranda,0.749,0.909,6,-2.979,0,0.332,0.136,0.0,0.0863,0.671,190.061,37,[],46,['[]'],low,Neutral
Amrit Maan,2abJauESJE5ive65NtHLv5,"Kikli (From ""Babbar"")",0.753,0.64,11,-5.591,1,0.489,0.167,0.0,0.0667,0.58,171.972,63,"['desi hip hop', 'desi pop', 'punjabi pop']",44,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Prabh Gill,4TZ0TLM9XlsEyaD5CUGFnH,Shukarguzar,0.482,0.815,8,-3.633,1,0.216,0.128,0.0,0.203,0.545,83.761,56,"['desi pop', 'punjabi pop']",45,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Tarsem Jassar,36pPjHn44yYapdhIPHGonG,Galwakdi,0.626,0.572,4,-5.541,0,0.0434,0.593,0.0,0.172,0.603,160.079,59,"['desi pop', 'punjabi pop']",57,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Kulwinder Billa,6wsP5voHUPhivPjbJhmN6p,Sangdi Sangdi,0.686,0.758,0,-3.885,1,0.081,0.0582,0.0,0.257,0.608,90.622,51,"['desi hip hop', 'desi pop', 'punjabi pop']",35,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Tarsem Jassar,3Qg2Kz2soK5p6KScyIZ5vN,Sangdi Sangdi,0.608,0.479,11,-6.645,0,0.154,0.44,0.0,0.0846,0.265,176.389,59,"['desi pop', 'punjabi pop']",45,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Tarsem Jassar,4jCY1d4d16OJTPD793Zf0K,Yaar Razi,0.676,0.658,1,-5.841,0,0.0427,0.0846,5.67e-06,0.119,0.302,88.003,59,"['desi pop', 'punjabi pop']",36,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Shae Gill,7lvDsmTRXFE3dK4OjvRiWB,Pasoori,0.714,0.596,11,-6.206,0,0.043,0.0657,0.0,0.0625,0.669,91.991,62,[],78,['[]'],low,Neutral
Karan Aujla,6qS40yL7kXVoChI8SSCQIQ,Ykwim,0.837,0.575,5,-7.971,0,0.127,0.0361,7.23e-06,0.457,0.655,105.015,77,"['desi hip hop', 'desi pop', 'punjabi pop']",67,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Karan Aujla,3Vmo13MxVRKBszmfK61ONH,Gangsta,0.791,0.687,1,-6.279,1,0.104,0.00665,2.12e-06,0.0986,0.513,130.154,77,"['desi hip hop', 'desi pop', 'punjabi pop']",72,"[""['desi"", 'hip', ""hop',"", ""'desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Dilpreet Dhillon,4GIcOw6sIY1esYTcBksP7L,Sira,0.764,0.701,7,-4.211,0,0.278,0.145,0.0,0.273,0.436,97.848,59,"['desi pop', 'punjabi pop']",50,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Deep Dosanjh,6SetWJIauQzRoWs7mV06b5,Haye Tatta,0.569,0.822,11,-4.325,0,0.101,0.0193,3.52e-06,0.333,0.498,180.062,32,['punjabi hip hop'],44,"[""['punjabi"", 'hip', ""hop']""]",low,Neutral
Gur Sidhu,2ngq78bHqbuD3VNnmtn3O3,Dekhi Jau,0.764,0.728,1,-5.198,0,0.227,0.201,5.66e-06,0.105,0.783,150.002,65,"['desi pop', 'punjabi pop']",42,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Gurnam Bhullar,6pprRG4zENBwRbIbsGHWRM,Pent Straight,0.593,0.746,6,-5.589,0,0.236,0.127,0.0,0.0677,0.78,80.408,63,"['desi pop', 'punjabi pop']",54,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",high,Positive
Garry Sandhu,2DzEnsDbTLHwPuIMAB2z0P,Feelinga,0.71,0.518,11,-8.755,0,0.0656,0.236,2.39e-05,0.31,0.386,96.059,65,"['desi pop', 'punjabi pop']",62,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Harvi,4qoIqWSly3rnZdCTgtcCMz,Pta Mainu,0.678,0.825,3,-4.417,0,0.196,0.0527,0.0,0.0963,0.631,90.047,58,"['desi pop', 'punjabi pop']",66,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Jassi Khalar,1fOxzmAiEC8fjcw1oic7F8,Dabbi Kale Maal Di,0.782,0.617,6,-7.178,0,0.186,0.0941,0.0,0.1,0.547,84.006,20,[],34,['[]'],low,Neutral
Fateh Shergill,4FRYP3pFYgGHl0UUnI0v4X,Zero,0.811,0.724,8,-6.58,0,0.151,0.0703,0.0,0.0636,0.571,83.015,40,['punjabi pop'],30,"[""['punjabi"", ""pop']""]",low,Neutral
Romey Maan,2Cqn0mOKJHcfmUyoW7Vih3,Maa Da Laadla,0.944,0.617,8,-7.809,0,0.255,0.502,1.6e-05,0.25,0.556,107.978,44,"['desi pop', 'punjabi pop']",31,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Mitraz,2l3dFxtoSMgMQVyRIUHjpz,Akhiyaan,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,66,['desi pop'],74,"[""['desi"", ""pop']""]",low,Neutral
King,0yCWDaAgOtg6TKlNCg9rwA,Tu Aake Dekhle,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,76,['hindi hip hop'],81,"[""['hindi"", 'hip', ""hop']""]",low,Neutral
Joban Dhandra,39hB0xakiMm8YZeHarANeX,Skoon,0.581,0.505,10,-8.214,0,0.0466,0.766,0.000127,0.0804,0.383,163.953,44,['punjabi pop'],45,"[""['punjabi"", ""pop']""]",low,Neutral
Khan Bhaini,2nDzukOYADCVZXytiGnnFI,Chak Chak Chak,0.551,0.829,11,-1.929,1,0.356,0.202,0.0,0.122,0.342,138.308,61,"['desi pop', 'punjabi pop']",61,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Khan Bhaini,6mggtcAV66DjkkKv5FHbBc,Churi Return,0.447,0.316,8,-11.639,0,0.0336,0.743,0.937,0.313,0.0947,74.3,61,"['desi pop', 'punjabi pop']",0,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Ranjit Bawa,7fANs1JlyuzjKhhCcZ0UUi,Pehchan,0.696,0.74,11,-5.38,0,0.345,0.0445,0.0,0.103,0.498,175.729,56,"['desi pop', 'punjabi pop']",43,"[""['desi"", ""pop',"", ""'punjabi"", ""pop']""]",low,Neutral
Deep Chahal,5j70xIrIAPktqrAjuEnrFN,Kawasaki,0.777,0.785,7,-5.153,0,0.268,0.295,0.0,0.103,0.573,89.056,45,['punjabi pop'],1,"[""['punjabi"", ""pop']""]",low,Neutral
Mangli,07kJGf8XTEgJ8AnxqqHqPt,Bullet,0.482,0.88,10,-4.716,0,0.134,0.354,3.42e-05,0.103,0.897,195.046,64,['tollywood'],0,"[""['tollywood']""]",low,Neutral
Raashi Khanna,5jBNHHTIj4Ta07cXXvy4yD,"You Are My High (From ""Prati Roju Pandaage"")",0.652,0.7,10,-6.247,0,0.18,0.378,0.000903,0.109,0.733,164.905,18,[],0,['[]'],high,Positive
