artist_name,id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Slowed Music,5RY9GHyMo7rNjMrnIcia9u,Diamonds - Slowed,0.657,0.736,1,-7.805,0,0.0701,0.11,0.0,0.741,0.264,106.607,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Peachpixydust,7kY6cNlYNIp7tlQfLHAASP,Fetish ( Slowed ),0.7,0.442,7,-8.957,0,0.0428,0.0538,0.000189,0.232,0.543,110.72,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Vansh Matreja,5v7SssoV5LxbNG9sX0IeEY,IDFC - Remix,0.508,0.639,1,-6.797,0,0.0785,0.454,6.29e-05,0.315,0.524,76.591,0,[],0,['[]'],low,Neutral
Safenokk,3UV7BhtB3faDVNIdENkhLg,Telepatia - Slowed Reverb - Remix,0.593,0.398,1,-14.251,0,0.149,0.241,0.0,0.146,0.35,68.886,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Mooney Tunes,32WqGPDrC1c0CPqrUGeUpV,Levitating (Slowed),0.598,0.671,6,-11.228,0,0.0505,0.0535,0.0,0.228,0.701,88.582,38,['indian lo-fi'],53,"[""['indian"", ""lo-fi']""]",low,Neutral
Dazel Ukuto,3j7VbHWftihT70fBSvT9Aa,"freaks but slowed, muffled echo",0.341,0.393,10,-27.104,1,0.0478,0.479,0.727,0.11,0.187,144.631,17,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
she devil,57CpA18ZC1kgVNAMeXVKvC,Streets (Slowed),0.616,0.136,9,-21.119,1,0.0625,0.493,0.765,0.11,0.0987,73.816,29,[],44,['[]'],low,Neutral
KPop,4dByYDTuhne2l0Tp3fWDiR,Love You Like a Love Song - Remix,0.501,0.704,1,-6.712,1,0.0842,0.0335,0.0,0.623,0.427,83.51,0,[],0,['[]'],high,Positive
FiloChill,66OTK5mDazP9zu9zSUpl62,D o n ' t L e t M e D o w n (slowed reverb),0.585,0.34,1,-12.988,0,0.0363,0.197,5.55e-06,0.202,0.0741,120.099,52,['slowed and reverb'],49,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Eduardo Luzquiños,2r7YJCbuW3wf3DNjJHkEqO,Copines Slowed - Remix,0.746,0.606,6,-8.901,0,0.146,0.221,0.0,0.0963,0.887,171.119,55,[],0,['[]'],low,Neutral
Tooney Tunes,50HOTySTCKrfNOCPLlabRs,bubblegum bitch - Slowed,0.486,0.583,8,-10.613,1,0.0297,8.88e-05,7.08e-06,0.0567,0.456,120.72,20,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
DJ Covy,6Jqxp4JxTdqkvFnCBxkzHU,g r e e k t r a g e d y - Slowed,0.73,0.588,6,-10.094,0,0.0571,0.723,0.414,0.0964,0.298,105.348,33,"['lo-fi chill', 'sad lo-fi', 'slowed and reverb']",40,"[""['lo-fi"", ""chill',"", ""'sad"", ""lo-fi',"", ""'slowed"", 'and', ""reverb']""]",low,Neutral
DancingRoom,75fCBP4J9qSnnAKXCNymTk,N i g h t C h a n g e s - Slowed,0.582,0.434,5,-10.342,1,0.0279,0.851,0.0,0.472,0.358,106.833,50,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
DJ Pho,1Wmw00qLszRygFNGbADXFe,o u t s i d e - Slowed,0.668,0.527,8,-12.001,0,0.0336,0.236,0.000241,0.205,0.695,122.02,44,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Eduardo Luzquiños,2Ud7x8g1P6qVIkerUr7fkX,Gods Plan Slowed - Remix,0.73,0.414,5,-13.062,1,0.0407,0.0904,7.82e-06,0.11,0.408,131.862,55,[],0,['[]'],low,Neutral
Chipmunk Studio,0WgkPQa3xgMtn9TNR1e0YA,Build A Bitch - s l o w e d + r e v e r b,0.603,0.473,1,-12.358,1,0.0815,0.209,4.71e-06,0.347,0.611,179.304,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
chillwithme,7wyBIZg1SqdlfTFPyOFXCC,payphone (slowed down),0.796,0.39,2,-12.549,1,0.0645,0.241,0.851,0.184,0.248,150.712,45,['slowed and reverb'],39,"[""['slowed"", 'and', ""reverb']""]",low,Negative
Joongle,6yw2scX5UyazMy1cHNu67p,Lonely,0.658,0.545,11,-13.087,0,0.0646,0.897,0.0223,0.178,0.56,79.998,52,[],42,['[]'],high,Negative
Bleedingxheart,3MPOKZosrDVmsfR1Yczwed,lovely,0.334,0.334,0,-14.264,0,0.0324,0.626,0.886,0.107,0.0784,68.907,37,['slowed and reverb'],52,"[""['slowed"", 'and', ""reverb']""]",high,Positive
Yusei,5kX1LMGQ2gjOti9j94ehdT,We Don't Talk Anymore [Slowed + Reverb],0.638,0.0621,7,-26.675,1,0.0745,0.543,0.303,0.0763,0.303,147.895,53,"['lo-fi chill', 'sad lo-fi', 'slowed and reverb']",38,"[""['lo-fi"", ""chill',"", ""'sad"", ""lo-fi',"", ""'slowed"", 'and', ""reverb']""]",low,Neutral
yassprodd,617dUoAW9NaDAXrvE3ttFm,traitor (slowed reverb),0.345,0.309,0,-9.574,1,0.0431,0.816,6.98e-06,0.0854,0.0398,124.824,39,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Rohan Saridena,6zXkp8f3XyOmywcyrBf2oE,deja vu (slowed),0.425,0.478,0,-13.071,1,0.128,0.722,6.9e-05,0.574,0.158,162.776,22,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
omgkirby,7jGS9dmUuTz0hPpxAMWdwX,drivers license - slowed + reverb,0.297,0.367,6,-13.062,1,0.0418,0.901,0.798,0.117,0.0735,93.183,58,"['sad lo-fi', 'slowed and reverb']",0,"[""['sad"", ""lo-fi',"", ""'slowed"", 'and', ""reverb']""]",low,Neutral
Safenokk,7jUVmN40g4lLRiCnFcWshX,I hate all men but when he - Slowed,0.315,0.0218,10,-25.36,1,0.0586,0.991,0.00239,0.15,0.296,168.121,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Negative
PeMemysimo,4kbsPk5qMvRMTU0f78RVn2,i see red (slowed & reverb) - Slowed,0.544,0.437,1,-8.515,0,0.0339,0.0104,0.00309,0.19,0.105,131.9,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Feder,0Cp85ha3RN0FDytbku8nzq,Goodbye (feat. Lyse) - Slow Version,0.764,0.683,1,-5.658,0,0.0715,0.173,0.842,0.117,0.141,92.654,56,"['new french touch', 'tropical house']",58,"[""['new"", 'french', ""touch',"", ""'tropical"", ""house']""]",high,Negative
Cytus ll,26flFUef9I4kW7qiQwZF2T,Sway With Me (slowed),0.584,0.577,9,-12.037,1,0.0532,0.0148,0.0,0.355,0.599,92.313,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
FiloChill,4I0msd0KkIXxb3cENqdeuF,W o r t h I t (slowed reverb),0.689,0.426,8,-9.075,1,0.172,0.0478,0.0,0.202,0.387,157.99,52,['slowed and reverb'],43,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Eduardo Luzquiños,7N3AWpme64LhM1P8I6yIZx,I Like It Slowed - Remix,0.78,0.658,2,-6.623,1,0.105,0.12,0.0,0.339,0.536,115.439,55,[],39,['[]'],low,Neutral
FiloChill,46x0wnHSMim7EfOCFLPnNn,"All the way in Cali...Ohh ,Fantasy",0.655,0.269,1,-15.48,1,0.0427,0.306,5.11e-06,0.233,0.128,123.159,52,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Young Fanatic,24HKaFw0tAfvGiq03KRNje,Shhh (Pew Pew) - Slowed + Reverb,0.822,0.76,9,-7.268,0,0.117,0.089,0.00142,0.106,0.686,144.644,43,['viral rap'],0,"[""['viral"", ""rap']""]",low,Neutral
Kaito Shoma,4yWykHAMUPczKj7GQYjIf9,Scary Garry - Slowed + Reverb,0.836,0.916,4,-2.675,0,0.172,0.364,0.633,0.13,0.115,125.916,61,['drift phonk'],59,"[""['drift"", ""phonk']""]",high,Negative
DJ Drobitussin,1f2dZM0FDZeOC29Doi76ui,Mask Off (Screwed and Chopped),0.896,0.285,1,-11.808,1,0.268,0.00619,0.352,0.138,0.0815,123.725,29,"['chopped and screwed', 'houston rap']",0,"[""['chopped"", 'and', ""screwed',"", ""'houston"", ""rap']""]",low,Neutral
MidnightDrives,6y7Ol744LK5sN8Gn33yhrP,5% Tint X Creature,0.893,0.355,0,-13.522,0,0.284,0.114,0.759,0.118,0.0931,140.083,46,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Your Vibes,30RIdngpFnR0Ve9nrF5MG3,Moving Composition,0.727,0.684,10,-9.028,0,0.0392,0.063,0.000243,0.138,0.475,118.579,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Adin Ross Freestyle,0LH2e3Uaq73PijvAfKNKfi,She Make It Clap Freestyle - Slowed & Reverb,0.952,0.538,9,-8.318,0,0.0413,0.461,0.000191,0.306,0.9,100.908,2,[],0,['[]'],low,Neutral
FiloChill,74FTchLSYXURQhGnjbnEeq,"Oh na na, Don't do it to me...She is confident",0.816,0.287,2,-14.774,1,0.176,0.168,0.0,0.191,0.491,115.267,52,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
Chvnge Up,1GpbXhigzHuzqlIHELIcho,Chanel - Slowed,0.587,0.33,4,-12.224,1,0.172,0.407,0.0276,0.11,0.0617,89.137,30,['slowed and reverb'],42,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
wokstar,2mWi6CYUG8nc1SFsukGMhJ,Lights Down Low - Slowed Reverb,0.731,0.631,2,-8.58,1,0.0431,0.0631,2.27e-05,0.236,0.449,140.623,7,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Negative
Safenokk,5tII241WbogYnKwdr8vKZw,Lights Down Low Tik - Slowed,0.716,0.636,6,-7.575,0,0.0808,0.0711,0.00122,0.0792,0.397,140.207,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Negative
DancingRoom,5ExBgWYf9UxH3CVKWPGFgW,f a s h i o n w e e k,0.802,0.549,9,-8.184,0,0.0427,0.16,0.868,0.07,0.233,121.04,50,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Dybbukk,0Bho4m1xtF0Np8nH1JwXlO,I'm Only a Fool for You,0.632,0.322,8,-7.652,1,0.0465,0.0307,0.535,0.44,0.367,70.917,66,['sad lo-fi'],0,"[""['sad"", ""lo-fi']""]",high,Neutral
Hairy Potter,3KBX3ZUFEY0u36CsL5GF1x,Jocelynflores slo rev,0.853,0.282,0,-14.226,1,0.116,0.59,0.000368,0.333,0.343,116.588,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
offwire,5TupMkaGO0c4wQzeEw0IEd,Black Out Days (Slowed),0.457,0.51,2,-10.37,0,0.0445,0.0023,0.786,0.11,0.33,76.027,0,[],0,['[]'],high,Negative
Cassanova,24rtNj8f9HJAObY2J0ZvYo,Darkkk Red - Slowed Version,0.583,0.537,0,-9.975,0,0.0345,0.887,0.551,0.172,0.578,141.076,44,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Mokiqinso,3zx2l4GLEg6ImNlgV3E00a,She knows - Slowed+reverb,0.691,0.46,7,-15.791,1,0.0739,0.0412,0.00625,0.083,0.215,97.955,0,[],0,['[]'],low,Neutral
Cassanova,1EX3DaktekemMJilvM8DSL,idfc soap - Slowed,0.469,0.238,1,-18.24,1,0.0458,0.51,0.942,0.105,0.118,62.351,0,[],0,['[]'],low,Neutral
Tikitukop,5aTrEp6wmwduPGgfuVRdpW,Cha cha (Slowed down+Reverb),0.464,0.853,7,-6.975,1,0.085,0.355,0.81,0.339,0.644,104.003,23,[],26,['[]'],low,Neutral
JK Beats,4FsnTrzeKv7fVXq9y3sGaJ,Two Feet Love Is A Bitch (Slowed and Reverbed),0.655,0.22,5,-11.753,0,0.0355,0.701,0.49,0.124,0.0576,133.573,41,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
Hucci,4ZCxG8ZNlJoeAvAD6kdPuB,Desire - Slowed,0.539,0.482,6,-9.922,0,0.0568,0.0568,0.591,0.0642,0.0378,125.179,45,"['bass trap', 'electronic trap']",0,"[""['bass"", ""trap',"", ""'electronic"", ""trap']""]",low,Neutral
Luv',5kuAeTJNdjzB2dkL5SJdg9,Telepatia - Slowed Reverb - Remix,0.608,0.381,11,-14.214,1,0.0774,0.251,0.0,0.147,0.393,68.891,5,[],0,['[]'],low,Neutral
Eduardo Luzquiños,4PphOQ0ThDbiUUcM5GdBaJ,Rockabye Slowed - Remix,0.62,0.506,6,-9.913,0,0.0892,0.442,0.0,0.0704,0.651,87.366,55,[],0,['[]'],low,Neutral
Lil Drako,3f4Ee4ZHzke7D8iTey5sMA,Snowman - Slowed,0.472,0.409,9,-8.579,1,0.0301,0.271,0.0,0.103,0.161,167.74,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Lofi Pig,0MadTFxkaSlKTO33GdRMQe,Stereo Hearts(Slowed),0.627,0.758,6,-7.16,1,0.0671,0.181,0.0,0.637,0.6,75.676,1,[],0,['[]'],low,Neutral
Paravi,0Qj4YyHTtV01Fvfl2fibea,Cloud 9,0.53,0.268,0,-9.799,1,0.0332,0.862,0.0,0.0936,0.338,113.715,48,['modern indie pop'],57,"[""['modern"", 'indie', ""pop']""]",low,Neutral
Paravi,3n70sl7YZK5BU8X5f5lmdu,Electric Love,0.321,0.289,5,-9.414,1,0.0357,0.657,8.99e-05,0.0811,0.103,120.091,48,['modern indie pop'],26,"[""['modern"", 'indie', ""pop']""]",high,Positive
Cummrs,1cl4g372wGhHHInDHtM5Pd,Oh No I Hope I Don't Fall,0.488,0.127,4,-18.147,0,0.106,0.153,0.886,0.212,0.0916,63.493,48,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Slowed Bunny,3O7Mw4rTFJu8Aqa1Ms0Mh0,Need To Know Slowed - Remix,0.564,0.535,10,-8.164,0,0.0402,0.474,0.0,0.191,0.124,110.375,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Slowed Bunny,6C6nHCC9eOyO8pGuTecAYy,Dick Slowed - Remix,0.513,0.695,7,-8.871,1,0.408,0.222,3.72e-06,0.289,0.403,136.695,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
yassprodd,427wm4SCi19XU4pbwLXekc,you right (slowed reverb),0.787,0.571,1,-7.849,0,0.0404,0.0118,0.00158,0.0936,0.131,106.171,39,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
love shayla,0DIjezeGPa369wgiObKaH4,Desperado - Slowed,0.572,0.392,2,-13.681,0,0.0399,0.421,0.0,0.112,0.219,81.279,30,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Talented1337,1GBl4kLG81yrn6EsUeUi3G,Get You the Moon (Slowed & Reverbed),0.564,0.262,1,-13.565,0,0.0777,0.645,1.4e-06,0.109,0.122,104.568,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Astrid S,7pQ1Gr4h79lVBc0ER4YUVK,Hurts So Good - Slow + Reverb,0.611,0.533,3,-7.746,0,0.0397,0.0562,0.0,0.0923,0.288,95.046,68,"['dance pop', 'norwegian pop', 'pop', 'tropical house']",48,"[""['dance"", ""pop',"", ""'norwegian"", ""pop',"", ""'pop',"", ""'tropical"", ""house']""]",high,Positive
Khlawyo,1z7OR3stYqnaDCpr5iCP0j,Train Wreck (Slowed),0.307,0.475,10,-6.945,0,0.0417,0.859,0.0,0.0904,0.11,116.415,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
wintrs,2niVjW3Pee9hzq53Q75GY5,Falling - Slowed Reverb,0.734,0.386,7,-9.393,0,0.0379,0.101,3.16e-06,0.0941,0.154,108.006,7,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Ruth B.,6fhG2KJgwO7CrNflRaRmvp,Dandelions - slowed + reverb,0.573,0.715,8,-3.293,0,0.0256,0.0444,0.0,0.0898,0.258,101.699,76,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",76,"[""['alt"", ""z',"", ""'canadian"", 'contemporary', ""r&b',"", ""'canadian"", ""pop',"", ""'pop']""]",low,Neutral
Aaryan Shah,0lOzjQKnffLWj7i6AqNMJG,Renegade (Slowed + Reverb),0.479,0.426,5,-12.663,0,0.0429,0.443,0.449,0.365,0.0768,82.438,63,['trap soul'],0,"[""['trap"", ""soul']""]",low,Neutral
Dybbukk,3XL72suNXlxPmJ5a1N8HTT,Frozen Slow,0.42,0.226,0,-24.748,1,0.201,0.867,0.938,0.112,0.27,184.301,66,['sad lo-fi'],0,"[""['sad"", ""lo-fi']""]",high,Negative
Capiralyzo,4MaTVxe8zvrbZQmfAWrDhU,Sugar crush (slowed down) - Slowed,0.7,0.487,2,-14.251,1,0.335,0.391,1.88e-05,0.166,0.372,156.656,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Negative
FiloChill,5eM8gwR3mXVa3dkpjN6Y5p,A t M y W o r s t (slowed reverb),0.702,0.181,8,-15.122,1,0.0429,0.716,1.57e-05,0.134,0.409,145.328,52,['slowed and reverb'],47,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Puntapasata,0akTz51by1PR0g1nQrTiL2,venom - slowed+reverb,0.481,0.423,5,-15.372,0,0.105,0.241,0.0,0.337,0.244,120.186,0,['indian lo-fi'],0,"[""['indian"", ""lo-fi']""]",low,Neutral
MidnightDrives,1pIecCZK3KJALiJO0Zgmb1,You and I...Harleys...in Hawaii,0.623,0.575,8,-10.707,1,0.0629,0.115,4.85e-06,0.103,0.349,120.481,46,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Yusei,4QdV0xTf6iPrrtVNf2Gsnm,get you the moon,0.613,0.23,11,-19.048,1,0.387,0.933,0.929,0.338,0.388,104.882,53,"['lo-fi chill', 'sad lo-fi', 'slowed and reverb']",38,"[""['lo-fi"", ""chill',"", ""'sad"", ""lo-fi',"", ""'slowed"", 'and', ""reverb']""]",low,Neutral
Safenokk,52pT2LK4FVHr3w5lMVlBaV,the one that got away - Slowed,0.666,0.483,11,-6.119,1,0.0298,0.00781,1.69e-06,0.12,0.465,100.478,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
LifeChill,3Ndtwv9EBFWJ5yJeJxjOIW,In Another Life Lofi,0.256,0.568,2,-9.466,1,0.159,0.746,0.0108,0.352,0.0656,204.687,0,[],0,['[]'],low,Neutral
Slowed Art,0fgAPgNuEGRF7NOUUT0Mxe,harleys in hawaii - slowed reverb,0.715,0.493,6,-12.091,0,0.0984,0.219,5.68e-05,0.112,0.208,112.022,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
【kirash】,1bAWkKsLtwrBPVFMKT5KQz,Love Nwantiti - slowed + reverb,0.694,0.325,10,-19.818,1,0.12,0.947,0.892,0.105,0.471,79.061,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
benu,1SQHf6RuaUz3ISXYysJCP7,you broke me first - Slowed,0.451,0.31,1,-11.554,1,0.0579,0.732,0.0,0.11,0.0709,106.654,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",medium,Positive
Maitchh,0DzEorgyhmmw8IqYmInV8Q,Often (Slowed),0.583,0.522,9,-12.217,0,0.0439,0.157,0.0,0.201,0.296,136.896,1,[],0,['[]'],low,Neutral
Hasto,60NoRa7btFdOQj9yGQ9Zog,Love NWANTITI (Slowed &Remix),0.682,0.741,3,-8.173,0,0.268,0.416,0.000338,0.116,0.635,165.715,0,[],0,['[]'],high,Positive
Yusei,64XGKpzNUEBskFPdMAjeEU,Tell Me Pretty Lies,0.627,0.316,3,-15.572,0,0.314,0.962,0.91,0.115,0.124,114.643,53,"['lo-fi chill', 'sad lo-fi', 'slowed and reverb']",54,"[""['lo-fi"", ""chill',"", ""'sad"", ""lo-fi',"", ""'slowed"", 'and', ""reverb']""]",high,Positive
Foxilitus,1B0yWUsfRSW8XOxCwgDHAF,Dark Horse Slow,0.623,0.33,2,-13.32,0,0.243,0.00399,0.0175,0.305,0.118,108.416,50,[],0,['[]'],high,Negative
Slowed Bunny,4v41w3G1RTnfJ79ag6sZZv,Streets Slowed - Remix,0.712,0.552,11,-9.917,1,0.0545,0.153,0.00149,0.165,0.51,78.832,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
omgkirby,5YPCW4IC224W0qHaiDfrR9,the one that got away - slowed + reverb,0.301,0.338,9,-14.787,1,0.155,0.926,0.53,0.0953,0.165,199.727,58,"['sad lo-fi', 'slowed and reverb']",0,"[""['sad"", ""lo-fi',"", ""'slowed"", 'and', ""reverb']""]",low,Neutral
Pepereono,58VPtdysli8D9VWY0HkZGx,I know we're just friends but,0.504,0.334,7,-10.41,1,0.447,0.68,0.0,0.582,0.642,125.756,0,[],0,['[]'],low,Neutral
Bungus,1WWOWfFtpl6qfMHu7r4NqN,Miss The Rage Reverse Slowed,0.508,0.548,1,-14.297,1,0.0371,2.3e-05,0.949,0.13,0.0479,123.453,10,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
DJ Pho,7ehtxNgXclgmtM9cMvTLTR,A m e r i c a n B o y S h i b u y a,0.779,0.377,11,-10.166,0,0.146,0.823,0.176,0.265,0.382,109.96,44,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
DJ Wrekshop,1SmXVJBUZElltXV0RYFqRE,Ocean Eyes (Screwed & Chopped),0.545,0.272,8,-13.564,1,0.0347,0.807,0.00417,0.342,0.12,117.642,22,['chopped and screwed'],38,"[""['chopped"", 'and', ""screwed']""]",low,Neutral
Khlaw,625ovZMztYNqK2n9PWz2gE,Death Bed - Slowed,0.736,0.449,10,-7.112,0,0.0288,0.867,4.61e-05,0.368,0.347,107.994,5,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
yassprodd,5pNz9fQgQ9joGQsDlyCoTw,infinity - slowed reverb,0.558,0.683,8,-7.619,0,0.0362,0.502,0.000931,0.152,0.435,95.738,39,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Bungus,1A5D9diSSvt25cYL6ToX0H,The Night We Met Slowed & Reverb,0.495,0.237,11,-14.802,1,0.0368,0.973,0.68,0.65,0.121,74.813,10,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Cryst,5H92IwQV1tExrJPDXLyt9B,I Just Want to Be the One You Love,0.787,0.231,4,-17.493,1,0.0851,0.844,0.00133,0.364,0.551,85.008,47,['lo-fi cover'],63,"[""['lo-fi"", ""cover']""]",high,Positive
SirRiot,13gpAHvd4LdHH8dd4KHb1u,I Miss My Cocoa Butter Kisses,0.572,0.264,2,-12.945,1,0.067,0.839,0.00373,0.101,0.222,98.614,38,['slowed and reverb'],54,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Moonatomy,2lw0xO3W60xrcMvV0Hx9vB,Talk To Me Boy (TikTok),0.766,0.5,3,-12.569,0,0.116,0.128,6.72e-05,0.21,0.798,74.678,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
FiloChill,5aWzBNGaqhMIk9H9xwyTyB,"Dance the night away, On The Floor",0.747,0.436,9,-11.037,0,0.0428,0.2,0.00118,0.585,0.415,102.675,52,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
DJ Molasses,1BpulQNcOUcUcub7HvQSS1,Girl You're Perfect (Screwed & Chopped),0.617,0.333,11,-8.409,0,0.0275,0.356,0.0,0.108,0.389,99.57,0,['chopped and screwed'],0,"[""['chopped"", 'and', ""screwed']""]",high,Positive
Stratobeat,5d08kJjtngcXewpryOpwnv,often x sweater weather,0.386,0.617,6,-12.288,0,0.0913,0.37,0.264,0.423,0.22,127.692,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Gudrap,2LJm1qauW9NqGr7omozupo,Title (Slowed&Reverb),0.703,0.728,6,-8.862,0,0.197,0.431,0.0,0.224,0.589,147.848,1,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Safenokk,1U4PnzJlUTyZJdrBdxpXsH,S p a c e C a d e t - Slowed,0.758,0.479,2,-11.204,1,0.0841,0.38,1.12e-06,0.324,0.218,91.158,0,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Khlaws,0WKBULAbx0ulhSWgiM27CJ,you right luxurious,0.678,0.405,1,-12.456,1,0.0497,0.49,0.0,0.245,0.726,112.66,39,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
Ayzha,4AvX2Siy9NFOa1zPmZHRi9,Before I Die/Play No Games,0.682,0.515,1,-7.489,0,0.116,0.14,0.0,0.275,0.165,92.954,18,[],0,['[]'],low,Neutral
Bktherula,4YMOED32VTJr8woSeQxvZM,LEFT RIGHT - Slowed,0.709,0.333,2,-10.958,1,0.308,0.256,0.0,0.146,0.22,115.196,57,"['pluggnb', 'vapor trap']",39,"[""['pluggnb',"", ""'vapor"", ""trap']""]",low,Positive
Felax,1rNkbWTE8VNo5Apl6FUypK,Genius,0.742,0.481,2,-6.712,1,0.0471,0.209,0.000391,0.216,0.251,129.265,52,[],0,['[]'],low,Neutral
Gudrap,48NOU8mTvd5040rAmIuX2l,Love is gone - Slowed,0.515,0.209,3,-13.281,1,0.0332,0.784,0.00011,0.112,0.185,121.618,1,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",high,Positive
Gudrap,2kHRDgfJcEKuklVkToIxfl,Frozen,0.575,0.492,8,-15.637,1,0.0941,0.772,0.669,0.199,0.452,109.88,1,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
Gudrap,3ElBUrYX4HA514EjjclIwR,Lost Umbrella (Slowed) - Remix,0.654,0.706,1,-9.933,1,0.0323,0.0653,0.407,0.662,0.597,92.078,1,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
katyah,3iPKUl6bSZPLRS2FrlevOn,Labrinth - Formula (Slowed),0.532,0.509,8,-9.169,0,0.0375,0.019,0.00968,0.119,0.143,111.916,0,[],0,['[]'],low,Neutral
Waylie Nosh,6jZUN3gHW7acOPhH7AFeFD,bad guy x still don't know my name,0.589,0.469,7,-9.444,1,0.289,0.373,0.254,0.103,0.593,114.589,0,[],0,['[]'],high,Negative
LOFIWRLD,3CkBXjxEnknly7tPT29p3N,Tujh Mein Rab Dikta Hai - Slowed + Reverb,0.597,0.555,7,-11.339,1,0.0692,0.642,6.4e-05,0.206,0.694,78.99,0,[],0,['[]'],low,Neutral
Blanco Billions,3hBXafwVI0jcLBWSPhpNNy,Boyfriend,0.459,0.634,11,-7.685,0,0.0706,0.00725,7.24e-05,0.288,0.32,84.634,14,['slowed and reverb'],0,"[""['slowed"", 'and', ""reverb']""]",low,Neutral
